PE x,PE y,Stride,Size (elems),Size (kB),Processed Size (elems),Processed Size (kB),Stop Cycle,Start Cycle,Num Cycles,GB/s,Elems/Cycle
45,45,1,256,0.512,256,0.512,273883762363672,273883762363856,184,2.365217391304348,1.391304347826087
45,46,1,256,0.512,256,0.512,107943473095730,107943473095913,183,2.3781420765027326,1.3989071038251366
45,47,1,256,0.512,256,0.512,206878329314305,206878329314489,184,2.365217391304348,1.391304347826087
45,48,1,256,0.512,256,0.512,274957837902375,274957837902559,184,2.365217391304348,1.391304347826087
45,49,1,256,0.512,256,0.512,130345675760853,130345675761037,184,2.365217391304348,1.391304347826087
45,50,1,256,0.512,256,0.512,276127628498245,276127628498430,185,2.352432432432433,1.3837837837837839
45,51,1,256,0.512,256,0.512,261574569723477,261574569723661,184,2.365217391304348,1.391304347826087
45,52,1,256,0.512,256,0.512,211808867456097,211808867456281,184,2.365217391304348,1.391304347826087
45,53,1,256,0.512,256,0.512,250836074008668,250836074008852,184,2.365217391304348,1.391304347826087
45,54,1,256,0.512,256,0.512,259693119245992,259693119246177,185,2.352432432432433,1.3837837837837839
45,55,1,256,0.512,256,0.512,204404242615410,204404242615596,186,2.339784946236559,1.3763440860215055
46,45,1,256,0.512,256,0.512,1853669233665,1853669233849,184,2.365217391304348,1.391304347826087
46,46,1,256,0.512,256,0.512,269429677924689,269429677924872,183,2.3781420765027326,1.3989071038251366
46,47,1,256,0.512,256,0.512,243729046076610,243729046076794,184,2.365217391304348,1.391304347826087
46,48,1,256,0.512,256,0.512,141891160408583,141891160408765,182,2.3912087912087916,1.4065934065934067
46,49,1,256,0.512,256,0.512,279048793792589,279048793792773,184,2.365217391304348,1.391304347826087
46,50,1,256,0.512,256,0.512,280034507756712,280034507756896,184,2.365217391304348,1.391304347826087
46,51,1,256,0.512,256,0.512,202475803021398,202475803021582,184,2.365217391304348,1.391304347826087
46,52,1,256,0.512,256,0.512,279428716238541,279428716238724,183,2.3781420765027326,1.3989071038251366
46,53,1,256,0.512,256,0.512,275612654212903,275612654213087,184,2.365217391304348,1.391304347826087
46,54,1,256,0.512,256,0.512,257450478816356,257450478816541,185,2.352432432432433,1.3837837837837839
46,55,1,256,0.512,256,0.512,246476762484527,246476762484713,186,2.339784946236559,1.3763440860215055
47,45,1,256,0.512,256,0.512,2380503997750,2380503997934,184,2.365217391304348,1.391304347826087
47,46,1,256,0.512,256,0.512,278380858932951,278380858933135,184,2.365217391304348,1.391304347826087
47,47,1,256,0.512,256,0.512,268476515437375,268476515437558,183,2.3781420765027326,1.3989071038251366
47,48,1,256,0.512,256,0.512,184862155180000,184862155180182,182,2.3912087912087916,1.4065934065934067
47,49,1,256,0.512,256,0.512,264638073578390,264638073578573,183,2.3781420765027326,1.3989071038251366
47,50,1,256,0.512,256,0.512,104631633614694,104631633614878,184,2.365217391304348,1.391304347826087
47,51,1,256,0.512,256,0.512,277285124936021,277285124936207,186,2.339784946236559,1.3763440860215055
47,52,1,256,0.512,256,0.512,264057195887185,264057195887368,183,2.3781420765027326,1.3989071038251366
47,53,1,256,0.512,256,0.512,280274874177107,280274874177290,183,2.3781420765027326,1.3989071038251366
47,54,1,256,0.512,256,0.512,248504984998288,248504984998473,185,2.352432432432433,1.3837837837837839
47,55,1,256,0.512,256,0.512,193366348630875,193366348631059,184,2.365217391304348,1.391304347826087
48,45,1,256,0.512,256,0.512,280575521989181,280575521989364,183,2.3781420765027326,1.3989071038251366
48,46,1,256,0.512,256,0.512,256072817610323,256072817610505,182,2.3912087912087916,1.4065934065934067
48,47,1,256,0.512,256,0.512,279965763343940,279965763344123,183,2.3781420765027326,1.3989071038251366
48,48,1,256,0.512,256,0.512,1858044565685,1858044565867,182,2.3912087912087916,1.4065934065934067
48,49,1,256,0.512,256,0.512,272037110391570,272037110391753,183,2.3781420765027326,1.3989071038251366
48,50,1,256,0.512,256,0.512,240842846212424,240842846212607,183,2.3781420765027326,1.3989071038251366
48,51,1,256,0.512,256,0.512,270370797882375,270370797882560,185,2.352432432432433,1.3837837837837839
48,52,1,256,0.512,256,0.512,248672618911699,248672618911883,184,2.365217391304348,1.391304347826087
48,53,1,256,0.512,256,0.512,136479486333044,136479486333227,183,2.3781420765027326,1.3989071038251366
48,54,1,256,0.512,256,0.512,2390339852224,2390339852410,186,2.339784946236559,1.3763440860215055
48,55,1,256,0.512,256,0.512,280571227442921,280571227443105,184,2.365217391304348,1.391304347826087
49,45,1,256,0.512,256,0.512,278367959555870,278367959556054,184,2.365217391304348,1.391304347826087
